Kinvent Physio 2.23.0_ota_4,Version BLE : 5,Appareils: ,S121577 (FW 3.022) (125 Hz),M122648 (FW 3.022) (500 Hz),S121578 (FW 3.022) (125 Hz)
Legacy RMS
K-Move (S121578) Quaternion de base (x-y-z-w),-0.576,-0.184,0.255,0.755
K-Move (S121577) Quaternion de base (x-y-z-w),-0.385,0.520,-0.705,0.289
,K-Move (S121578),,,,,K-Move (S121577),,,
temps (seconde),CHANNEL_1,CHANNEL_2,CHANNEL_3,CHANNEL_4,,CHANNEL_1,CHANNEL_2,CHANNEL_3,CHANNEL_4
16.408,-0.572554366054734,-0.185276773962917,0.236303419666425,0.762866664264708,,-0.346658067795413,0.525678776104938,-0.745777198936219,0.217382288661566,
16.416,-0.572489690860130,-0.185550259631622,0.236485026625894,0.762800779521774,,-0.346352609018021,0.525617321800809,-0.745990234808046,0.217290560948834,
16.424,-0.572401089356872,-0.185795363190693,0.236669356363966,0.762743678092147,,-0.345925621643291,0.525556694337813,-0.746265480903696,0.217168656692868,
16.432,-0.572308306916607,-0.186069628713835,0.236790921632056,0.762711523834045,,-0.345467098142569,0.525494519692305,-0.746569047867637,0.217015594955106,
16.44,-0.572247221962821,-0.186344276961494,0.236821419787291,0.762680940967034,,-0.344920720469624,0.525376942389362,-0.746972177863609,0.216742785062402,
16.448,-0.572189372357645,-0.186558943582180,0.236853257179993,0.762654670394024,,-0.344430413468595,0.525160247649085,-0.747456112588412,0.216405817996261,
16.456,-0.572131369191202,-0.186651488450066,0.236885031613704,0.762658714252315,,-0.344001846731732,0.524914102535999,-0.747911041328473,0.216130329893020,
16.464,-0.572073662742113,-0.186652575157683,0.236886410787105,0.762693673277575,,-0.343454289845564,0.524581107886565,-0.748494749666989,0.215765223850021,
16.472,-0.571981562614128,-0.186530322841615,0.236916704224388,0.762784504107221,,-0.342845036517771,0.524155554761681,-0.749199109976390,0.215308147822047,
16.48,-0.571917183188372,-0.186193529062554,0.236884801275781,0.762932639409078,,-0.342141552967852,0.523725911201615,-0.749958658695210,0.214849391927007,
16.488,-0.571888004799216,-0.185705667815958,0.236732763393325,0.763117538823011,,-0.341223170899659,0.523263794673603,-0.750867981112174,0.214298283342939,
16.496,-0.571855754663648,-0.185186290922138,0.236548935553311,0.763328857703446,,-0.339911544568337,0.522745990923958,-0.752029114854818,0.213566258654087,
16.504,-0.571824778667298,-0.184728365548015,0.236396153896402,0.763511357885386,,-0.338294755022343,0.522228222638010,-0.753373416552239,0.212651136941424,
16.512,-0.571770283923909,-0.184455809769742,0.236368339951464,0.763611650603690,,-0.336557099831912,0.521803889456478,-0.754720446032208,0.211645220106485,
16.52,-0.571705919298649,-0.184424217707881,0.236489039056490,0.763637725548006,,-0.334850436226674,0.521502392840085,-0.755916009378280,0.210792194952391,
16.528,-0.571666621252243,-0.184573976368437,0.236668516325600,0.763595479946208,,-0.334148497719170,0.521197190980727,-0.756495840849646,0.210578558248449,
16.536,-0.571636710003854,-0.184848836287082,0.236912913339379,0.763474217829609,,-0.334755211867669,0.520794757090143,-0.756426536726416,0.210911958174625,
16.544,-0.571582373233106,-0.185064632990846,0.237190357454627,0.763361092513198,,-0.336187999422337,0.520304030696390,-0.755965226369891,0.211521334785423,
16.552,-0.571581911143179,-0.185003446278496,0.237342758447355,0.763329956832356,,-0.337991942336319,0.519729370472914,-0.755362398624491,0.212164332561814,
16.56,-0.571644515154152,-0.184698767055306,0.237312890386989,0.763362567804752,,-0.339637945338823,0.519176990394829,-0.754900190124999,0.212559824717845,
16.568,-0.571734934685557,-0.184332177084486,0.237098788703539,0.763452606282369,,-0.341284025656128,0.518655281769284,-0.754438200683640,0.212863818201868,
16.576,-0.571940958373167,-0.183932989494428,0.236607344873121,0.763564525825551,,-0.343027657532692,0.518051110909026,-0.754019958599664,0.212957917639068,
16.584,-0.572184711484212,-0.183536127519657,0.235935783480956,0.763686075000316,,-0.344582907794188,0.517408433154075,-0.753834240140309,0.212682515668913,
16.592,-0.572403021908554,-0.183262963668206,0.235266309228676,0.763783878721763,,-0.345985393573434,0.516734999028437,-0.753831278703131,0.212071315157607,
16.6,-0.572613805971190,-0.183078943773446,0.234532702600255,0.763902157291736,,-0.347302106879119,0.515887066316752,-0.754054521684471,0.211127941598396,
16.608,-0.572799328920876,-0.182927123317797,0.233770731500554,0.764027449493000,,-0.348307651165393,0.514969184768671,-0.754539417104457,0.209997804930261,
16.616,-0.573016267486339,-0.182836624334824,0.233070155240369,0.764092899928391,,-0.349130832881259,0.514052425616427,-0.755117499823512,0.208807094280907,
16.624,-0.573287979551598,-0.182896718735839,0.232489104510198,0.764058443228843,,-0.350079626113939,0.512866194476920,-0.755886337685471,0.207313303128933,
16.632,-0.573624081480070,-0.183171511866534,0.231939935052593,0.763906383460716,,-0.350626525913695,0.511702929758457,-0.756888194724131,0.205633347689657,
16.64,-0.574018959277778,-0.183537137598839,0.231298298280944,0.763720796210665,,-0.350748930985276,0.510726821546906,-0.757926537981321,0.204016062267169,
16.648,-0.574388748886019,-0.183904500334050,0.230750402759003,0.763511913268712,,-0.350843551205397,0.509693645501159,-0.759031833857813,0.202278275694969,
16.656,-0.574730532834973,-0.184303190728037,0.230417136942653,0.763245321562757,,-0.350904992341929,0.508839705802486,-0.759978789293678,0.200752569109863,
16.664,-0.575120534643145,-0.184758806937097,0.230170287730358,0.762931188407746,,-0.351266789565752,0.508161886451723,-0.760579576851231,0.199620857562953,
16.672,-0.575484508848264,-0.185185342296827,0.229955760416379,0.762623025487048,,-0.351964148054691,0.507453381934745,-0.761027482878682,0.198550138493351,
16.68,-0.575757802817533,-0.185551120594222,0.229802621393831,0.762377063086228,,-0.352728762753408,0.506784377425428,-0.761366773937709,0.197574494727943,
16.688,-0.575968338738641,-0.185885823730041,0.229648797171000,0.762189861707072,,-0.353403580541879,0.506178910783040,-0.761648804799971,0.196782926367360,
16.696,-0.576095370000009,-0.186192607531390,0.229528700416913,0.762043830529227,,-0.353920648686051,0.505566048644747,-0.762011268176427,0.196049516871535,
16.704,-0.576128339520690,-0.186590140260064,0.229499158448754,0.761924998647820,,-0.354196843345866,0.505018900886385,-0.762380780942880,0.195501032093194,
16.712,-0.576125190276762,-0.187107932068377,0.229528422294286,0.761798760445414,,-0.354196476179056,0.504621638257857,-0.762715692974924,0.195226163890869,
16.72,-0.576092201110751,-0.187717493724227,0.229649510693352,0.761642902109499,,-0.353982373660478,0.504315779355066,-0.763050374052327,0.195103829193158,
16.728,-0.576001460843429,-0.188389160632960,0.229924499628822,0.761460869423778,,-0.353496357018800,0.504105398017486,-0.763421511769428,0.195044048839433,
16.736,-0.575909457677347,-0.188968860258499,0.230290539326653,0.761277167175106,,-0.352855251564265,0.504013533954665,-0.763787266986582,0.195013410957936,
16.744,-0.575847730976758,-0.189334852031364,0.230656481568834,0.761123663710866,,-0.352152090815529,0.504042285458816,-0.764089773615426,0.195043245723377,
16.752,-0.575815994332540,-0.189456523893174,0.231052729122942,0.760999980637918,,-0.351326182766407,0.504253172155086,-0.764299246108574,0.195194776318098,
16.76,-0.575818326670514,-0.189335218288312,0.231419883991017,0.760911508314391,,-0.350624270349913,0.504497329023798,-0.764421335514372,0.195347371791261,
16.768,-0.575819964526076,-0.188969536800162,0.231695207265315,0.760913672648328,,-0.350045032771729,0.504742353706332,-0.764483702783942,0.195500303394568,
16.776,-0.575820903054718,-0.188481550628892,0.231878695219936,0.760975949632679,,-0.349498422172359,0.505081984540041,-0.764428613218063,0.195776491288481,
16.784,-0.575855376392060,-0.187994547595267,0.231941324955199,0.761042213211553,,-0.349100798916103,0.505477448417468,-0.764274089278431,0.196081181312699,
16.792,-0.575882130234274,-0.187474505883897,0.231939808679411,0.761159311614893,,-0.348853230139846,0.505930264128980,-0.764022449177767,0.196384440202074,
16.8,-0.575881976298794,-0.186894606404548,0.231909228293298,0.761311700092725,,-0.348702447909958,0.506451699900730,-0.763660192022656,0.196690642112697,
16.808,-0.575883354213457,-0.186284684373023,0.231879264722515,0.761466113989400,,-0.348610989673741,0.506970652233230,-0.763294183903522,0.196934843418073,
16.816,-0.575910322860688,-0.185581615882351,0.231816798921614,0.761644530106205,,-0.348580220050164,0.507428061528110,-0.762957932170732,0.197117811355630,
16.824,-0.575939155200571,-0.184879154419513,0.231724565782002,0.761825409668919,,-0.348673812124095,0.507858285125345,-0.762565649325581,0.197332592489663,
16.832,-0.575972926888703,-0.184208794929275,0.231634319667528,0.761982304803536,,-0.348704294244808,0.508224454057307,-0.762260384854943,0.197515682859478,
16.84,-0.576066192954994,-0.183537936238151,0.231512933871402,0.762106641792335,,-0.348673365922137,0.508498522800407,-0.762045859700286,0.197698561439265,
16.848,-0.576188261910492,-0.182927565778151,0.231390858146470,0.762198190742295,,-0.348763370232427,0.508709889604859,-0.761798324093616,0.197972347103409,
16.856,-0.576311819308913,-0.182287147676982,0.231269379724790,0.762291708467381,,-0.348854993751373,0.508893099536711,-0.761554327186752,0.198277569276762,
16.864,-0.576403087131034,-0.181646167978182,0.231147190232988,0.762413401954121,,-0.348917347838075,0.509017094777509,-0.761374092002475,0.198522465467216,
16.872,-0.576495715995799,-0.181066653414668,0.231056064891699,0.762506377138964,,-0.348979117341742,0.509079200382824,-0.761253616350888,0.198705993267344,
16.88,-0.576616778457507,-0.180517002465129,0.230994622427483,0.762566076178560,,-0.349010281094375,0.509141178689880,-0.761163468063555,0.198828434883688,
16.888,-0.576736160804200,-0.179997347678229,0.230932507609556,0.762623553938838,,-0.349069535930878,0.509138579116528,-0.761129063307931,0.198888456518756,
16.896,-0.576853880306597,-0.179507698865909,0.230869728310200,0.762678834130895,,-0.349190186695271,0.509044949665891,-0.761125961910510,0.198948682666183,
16.904,-0.576980270149340,-0.179020748159104,0.230779900712436,0.762715059323617,,-0.349345974870214,0.508897015022348,-0.761132926816033,0.198981021765860,
16.912,-0.577132937244066,-0.178593514290745,0.230627338943123,0.762745677147741,,-0.349526067171846,0.508709509620841,-0.761187389103307,0.198979303061245,
16.92,-0.577282399370912,-0.178226327570635,0.230473497570793,0.762772060154185,,-0.349678266219397,0.508495310852469,-0.761278089617984,0.198918043220285,
16.928,-0.577409962390409,-0.177922837248207,0.230323096520107,0.762779312895660,,-0.349832586677861,0.508192640090704,-0.761434444526968,0.198796952771490,
16.936,-0.577531226301010,-0.177739476959262,0.230170181185913,0.762778242980735,,-0.349981453985849,0.507851532593174,-0.761639967485598,0.198672764688514,
16.944,-0.577650907591122,-0.177586149158535,0.230016636227509,0.762775083703113,,-0.350138426957291,0.507522186028044,-0.761802093062660,0.198553177528470,
16.952,-0.577745142286344,-0.177434380500386,0.229865110754886,0.762778621642010,,-0.350354315651419,0.507159234973456,-0.761959599204615,0.198462901975712,
16.96,-0.577834211301170,-0.177342061998051,0.229742048308609,0.762775339456081,,-0.350654734394802,0.506755601795099,-0.762132348306474,0.198368648700280,
16.968,-0.577959470282839,-0.177251483968884,0.229560203583669,0.762749025281392,,-0.351048861953446,0.506324582167228,-0.762279272700442,0.198245101908162,
16.976,-0.578086733603309,-0.177161518771366,0.229348632828047,0.762725353511451,,-0.351509424248143,0.505901347956370,-0.762376882023170,0.198094085153212,
16.984,-0.578232669819632,-0.177067923697340,0.229132363171257,0.762716571706985,,-0.352123338125309,0.505387630382659,-0.762476120620794,0.197882451413113,
16.992,-0.578378576357072,-0.176974322725552,0.228916088078007,0.762707755398688,,-0.352822660482405,0.504834568782973,-0.762592564668657,0.197636843636714,
17,-0.578471617568047,-0.176883223182506,0.228733567590214,0.762709715972600,,-0.353459897665476,0.504310551625108,-0.762737283919293,0.197329623407440,
17.008,-0.578593635220321,-0.176761133772673,0.228519918800030,0.762709643516339,,-0.354038172147466,0.503728477671414,-0.762978048604328,0.196870980822628,
17.016,-0.578743051717281,-0.176638092350750,0.228274521559020,0.762705460267785,,-0.354465128290280,0.503148219554184,-0.763313111390140,0.196290977629193,
17.024,-0.578870196343073,-0.176548085504253,0.228062894204544,0.762681625728055,,-0.354708741739085,0.502628665270819,-0.763708703606693,0.195649810142758,
17.032,-0.579000944497334,-0.176520212047890,0.227852680350890,0.762632015709671,,-0.354830687152325,0.502109683987030,-0.764196717724380,0.194856277411851,
17.04,-0.579153505137095,-0.176520202018915,0.227669555162709,0.762570934966570,,-0.354864950536371,0.501626693495556,-0.764693074096134,0.194034344299127,
17.048,-0.579302026111001,-0.176518961069752,0.227545880659763,0.762504537055282,,-0.354898741013466,0.501204060853397,-0.765127382917586,0.193303691252842,
17.056,-0.579450534231732,-0.176517716858710,0.227422203670662,0.762438125913064,,-0.355084301837233,0.500749739969517,-0.765529405009469,0.192511540695253,
17.064,-0.579605769686361,-0.176518522107514,0.227301167471779,0.762350048797668,,-0.355419894255379,0.500291802037474,-0.765864867451377,0.191748514134170,
17.072,-0.579760993609889,-0.176519323421572,0.227180125095121,0.762261953855567,,-0.355813537459536,0.499829669483857,-0.766163380900734,0.191075440263672,
17.08,-0.579936409042589,-0.176486462847618,0.227055037798077,0.762190802285884,,-0.356272504073004,0.499373563829585,-0.766410090353380,0.190404673026510,
17.088,-0.580086420560886,-0.176455160126423,0.226931956191643,0.762126377349906,,-0.356851442481001,0.498883993007519,-0.766652277992408,0.189641226680658,
17.096,-0.580207913876482,-0.176485502101183,0.226809657896592,0.762064581180813,,-0.357458269801153,0.498360244672827,-0.766919347742079,0.188845878385515,
17.104,-0.580306024805197,-0.176518014592335,0.226659629041714,0.762012155317431,,-0.357980641625097,0.497876912827948,-0.767171131216682,0.188054280792314,
17.112,-0.580371999858823,-0.176550035188688,0.226508964765851,0.761988120759062,,-0.358532966539210,0.497362253633768,-0.767452205444460,0.187170810672878,
17.12,-0.580457771461413,-0.176609312484080,0.226415152811368,0.761950009467776,,-0.359110052605491,0.496809088668717,-0.767751473901278,0.186345371055420,
17.128,-0.580550284444326,-0.176670640627041,0.226323971478690,0.761890230308185,,-0.359722510632627,0.496232122074024,-0.768000083148389,0.185644526357705,
17.136,-0.580584165097555,-0.176793737826437,0.226203208142508,0.761864124132431,,-0.360513138302136,0.495556788262937,-0.768238146997347,0.184971652522581,
17.144,-0.580607714797584,-0.176944206591138,0.226108938708820,0.761854979879469,,-0.361363918654164,0.494819236302560,-0.768474354837472,0.184359381183161,
17.152,-0.580641142910549,-0.177036648272054,0.226018516997557,0.761828279747505,,-0.362191317370773,0.494091458395080,-0.768664704298758,0.183842306693759,
17.16,-0.580649192192207,-0.177130658650456,0.225930094071213,0.761808322059385,,-0.363075668024826,0.493297057909833,-0.768876891671637,0.183353670126347,
17.168,-0.580671857525908,-0.177219817977240,0.225896520176947,0.761798019002561,,-0.364084638487939,0.492384036660889,-0.769094465593843,0.182866316330237,
17.176,-0.580697661327548,-0.177248897256170,0.225864168146163,0.761791834247333,,-0.365186218190915,0.491472409973801,-0.769253202049157,0.182409997169238,
17.184,-0.580700092932257,-0.177280157654167,0.225804077549179,0.761795024163076,,-0.366436828416932,0.490525455413121,-0.769373902256255,0.181951892314629,
17.192,-0.580729466645097,-0.177279808279014,0.225742596288495,0.761793522854322,,-0.367776579363465,0.489575295506489,-0.769459040369350,0.181492599574685,
17.2,-0.580759979905517,-0.177218770536591,0.225712076268061,0.761793516468813,,-0.369089497634562,0.488691096876322,-0.769490870957322,0.181065651518592,
17.208,-0.580761550128266,-0.177188731478966,0.225712686534349,0.761795576158790,,-0.370462548794722,0.487775180606808,-0.769520814553005,0.180607740651385,
17.216,-0.580731427835035,-0.177188852278639,0.225682322184039,0.761826613749855,,-0.371987445125469,0.486766736381265,-0.769549217842632,0.180088433315727,
17.224,-0.580671179881265,-0.177189092888560,0.225621592098712,0.761888684802428,,-0.373514374770755,0.485730434582183,-0.769581827648838,0.179570110397183,
17.232,-0.580617250133161,-0.177160743076110,0.225593835110871,0.761928529136636,,-0.374885028795772,0.484780908695932,-0.769637377173605,0.179080539642917,
17.24,-0.580588263441388,-0.177100173084019,0.225594430369993,0.761961058312718,,-0.376352643457292,0.483746817340377,-0.769704023729837,0.178471477370925,
17.248,-0.580552094737823,-0.177006894258496,0.225622753319494,0.762014679782827,,-0.377789826380074,0.482712794559627,-0.769801323258016,0.177770881223357,
17.256,-0.580519056200563,-0.176853534364539,0.225652292164176,0.762072408389458,,-0.379069887030087,0.481764530767004,-0.769919902583933,0.177129186403882,
17.264,-0.580489573245868,-0.176670739683525,0.225652694631195,0.762134804304141,,-0.380474737626768,0.480758686278534,-0.770013484002646,0.176427725853882,
17.272,-0.580431573620649,-0.176549590062330,0.225653875353650,0.762199829180068,,-0.381909228186596,0.479751723437214,-0.770105279212128,0.175664816800547,
17.28,-0.580372005804865,-0.176458481230674,0.225654446596265,0.762262795866232,,-0.383220843717589,0.478804795499344,-0.770225981822451,0.174871022895738,
17.288,-0.580313994327717,-0.176337326280597,0.225655623142737,0.762327807747150,,-0.384624624647924,0.477767079176645,-0.770378433705273,0.173955436046431,
17.296,-0.580279358303688,-0.176214000991138,0.225684540583558,0.762383435878007,,-0.386027897398391,0.476698217832466,-0.770560390656334,0.172978585062383,
17.304,-0.580246276517290,-0.176060630580563,0.225714062016614,0.762441104835189,,-0.387250065913424,0.475723384621204,-0.770776866948494,0.171941592824985,
17.312,-0.580184609655123,-0.175877329201119,0.225713816895970,0.762531831931140,,-0.388380801015347,0.474748683057892,-0.771054607704914,0.170813086852341,
17.32,-0.580121372798236,-0.175724070943882,0.225712960871995,0.762620494758016,,-0.389478036483036,0.473709299662254,-0.771448503856620,0.169439120714137,
17.328,-0.580065321766149,-0.175603507204841,0.225684382304450,0.762688086297566,,-0.390452794353865,0.472669444970507,-0.771933170266270,0.167912402261604,
17.336,-0.580005711970358,-0.175512383559144,0.225684937649082,0.762751000224949,,-0.391186361762339,0.471694211842620,-0.772484723742262,0.166386959301628,
17.344,-0.579967933507091,-0.175449150164821,0.225712630826060,0.762802488844966,,-0.391827855344168,0.470626790035237,-0.773187842911791,0.164617139319763,
17.352,-0.579934148619619,-0.175387125828393,0.225680841395679,0.762859228176847,,-0.392406425243345,0.469526586745128,-0.773948276883747,0.162816011718249,
17.36,-0.579874974169916,-0.175326652629134,0.225651047787609,0.762922713503170,,-0.392893688759193,0.468487728455987,-0.774678685370775,0.161167591295425,
17.368,-0.579815796106131,-0.175266178063978,0.225621252729756,0.762986194981283,,-0.393473032346735,0.467388465864442,-0.775410129982614,0.159427838437861,
17.376,-0.579758609616968,-0.175206305090857,0.225561714148498,0.763052298586779,,-0.394143191511212,0.466349369685082,-0.776048564997182,0.157718313103364,
17.384,-0.579731563598246,-0.175146317303134,0.225532546588284,0.763087387671644,,-0.394847092302011,0.465436157419846,-0.776540753101304,0.156193184294458,
17.392,-0.579728357379807,-0.175114830208746,0.225500780831722,0.763113685843445,,-0.395674960502435,0.464464112910648,-0.777006131461009,0.154607740062116,
17.4,-0.579723601065165,-0.175113393499259,0.225468412543137,0.763137943158323,,-0.396587242953024,0.463514201305928,-0.777426966293600,0.153050021039586,
17.408,-0.579722052008055,-0.175143443697317,0.225467810077675,0.763135904006813,,-0.397501705371891,0.462627896486181,-0.777760534464695,0.151676274525781,
17.416,-0.579720502423439,-0.175173493572886,0.225467207407053,0.763133864160903,,-0.398510927416609,0.461653760072832,-0.778100368005350,0.150212190591557,
17.424,-0.579720502423439,-0.175173493572886,0.225467207407053,0.763133864160903,,-0.399487328294641,0.460676945806540,-0.778466216206242,0.148716711289518,
17.432,-0.579720947320329,-0.175204146060540,0.225436862384464,0.763134449815337,,-0.400312315047370,0.459793042502377,-0.778834358466790,0.147282704308806,
17.44,-0.579723385092707,-0.175235400989804,0.225376774000297,0.763137658855982,,-0.401104637608728,0.458906675471540,-0.779228845169570,0.145817390131211,
17.448,-0.579730579265168,-0.175268094162974,0.225349052289640,0.763116610577255,,-0.401927580312806,0.457928879468007,-0.779684572652360,0.144199530522248,
17.456,-0.579761169103169,-0.175298634275338,0.225349079994620,0.763086185832270,,-0.402695220815408,0.456957600702471,-0.780151415665348,0.142522673831599,
17.464,-0.579785007344219,-0.175327132708314,0.225346483536673,0.763077393601161,,-0.403430546662967,0.456045287751321,-0.780584241773107,0.140936702056856,
17.472,-0.579790649235053,-0.175389875837133,0.225318157874639,0.763054300601328,,-0.404282288932486,0.455065540142848,-0.781036637605510,0.139196159116862,
17.48,-0.579823230143853,-0.175421018309746,0.225288440703296,0.763026496134355,,-0.405132943689891,0.454084600313513,-0.781486952095445,0.137455275207478,
17.488,-0.579850611534388,-0.175420069215772,0.225256703354490,0.763022367872777,,-0.405925296627092,0.453137268199313,-0.781912038559711,0.135837417884910,
17.496,-0.579877992105533,-0.175419119973822,0.225224966145931,0.763018238967556,,-0.406781713858960,0.452132274800847,-0.782342954068155,0.134098495813360,
17.504,-0.579937510366964,-0.175418660716166,0.225193858285419,0.762985723132372,,-0.407638310339573,0.451157980216358,-0.782743683730580,0.132390131785061,
17.512,-0.579997466410287,-0.175448852112220,0.225132402510323,0.762953783754653,,-0.408432399937865,0.450243084232483,-0.783111064963432,0.130864389967389,
17.52,-0.580030481984544,-0.175510644106762,0.225072335296012,0.762926550517290,,-0.409255211133937,0.449265172490879,-0.783505520912868,0.129307556269537,
17.528,-0.580063495152586,-0.175572435819058,0.225012266520757,0.762899313506832,,-0.410044733949153,0.448314761961376,-0.783894688614017,0.127810906949915,
17.536,-0.580087761498378,-0.175631579725545,0.224979323325234,0.762891091221405,,-0.410748312796259,0.447431533836537,-0.784233553304514,0.126529645950909,
17.544,-0.580091404551576,-0.175693719276274,0.224980736234965,0.762865364034920,,-0.411455424913628,0.446552127083237,-0.784548628412300,0.125279967309779,
17.552,-0.580095046052551,-0.175755859123350,0.224982148542688,0.762839634423904,,-0.412216000929974,0.445664489640957,-0.784879774333092,0.123905897962219,
17.56,-0.580125626116866,-0.175786396256150,0.224982172430614,0.762809196948343,,-0.412914275049623,0.444775509576734,-0.785239046343444,0.122561990288196,
17.568,-0.580157761304898,-0.175786886118685,0.224982799386623,0.762780804105976,,-0.413552374085420,0.443948519358025,-0.785569453275241,0.121340435345261,
17.576,-0.580183143645447,-0.175785329935184,0.224980807687877,0.762774051458330,,-0.414253610587880,0.443062761051631,-0.785903858837416,0.120027954209675,
17.584,-0.580215278248626,-0.175785819625083,0.224981434422936,0.762745657966963,,-0.414954906616082,0.442177071556991,-0.786238380462610,0.118684976967709,
17.592,-0.580247412494915,-0.175786309155352,0.224982060953690,0.762717263612944,,-0.415596946840031,0.441354313790610,-0.786545756418573,0.117434061641977,
17.6,-0.580274784976490,-0.175785356130461,0.224950322923199,0.762713128543833,,-0.416269874543674,0.440470901707393,-0.786884343492235,0.116061168100410,
17.608,-0.580273228491779,-0.175815402826398,0.224949719533654,0.762711082700459,,-0.416972882505422,0.439617534398785,-0.787191578082767,0.114657624209388,
17.616,-0.580269679429209,-0.175844845528090,0.224978861720423,0.762706417812916,,-0.417645989087259,0.438795325619043,-0.787469452423715,0.113406831965528,
17.624,-0.580271236425800,-0.175814799255761,0.224979465390291,0.762708464329104,,-0.418376232027673,0.437907984051724,-0.787770492182532,0.112093945600528,
17.632,-0.580274784976490,-0.175785356130461,0.224950322923199,0.762713128543833,,-0.419105770150082,0.437019924892534,-0.788070217912005,0.110780888782116,
17.64,-0.580281973612308,-0.175818052486616,0.224922591013081,0.762692058617082,,-0.419775650985392,0.436194356927242,-0.788342029535053,0.109590284455728,
17.648,-0.580285612619878,-0.175880192780496,0.224924001525639,0.762666322676489,,-0.420509889438756,0.435341720940841,-0.788589559699358,0.108339509943217,
17.656,-0.580282497326840,-0.175940285951890,0.224922794009614,0.762662228263265,,-0.421242788509825,0.434487689633731,-0.788834572006228,0.107118900794718,
17.664,-0.580248805724917,-0.175969842413605,0.224921564097862,0.762688576440930,,-0.421886195394083,0.433666293153206,-0.789083439533377,0.106020879832107,
17.672,-0.580215113428013,-0.175999398229505,0.224920333787316,0.762714922932511,,-0.422528430962074,0.432843679041899,-0.789330107504737,0.104953071439406,
17.68,-0.580186182129016,-0.176030398112680,0.224951467491083,0.762717009298215,,-0.423226931074327,0.431955147276177,-0.789598383882757,0.103853565506629,
17.688,-0.580156816237385,-0.176030747819949,0.225012951400223,0.762718524534704,,-0.423871406183247,0.431043253001093,-0.789879741870170,0.102786298223427,
17.696,-0.580124247776358,-0.175999607392617,0.225042674685826,0.762746347765506,,-0.424451644256321,0.430189126936806,-0.790155128087461,0.101840317578613,
17.704,-0.580093669946124,-0.175969070965349,0.225042651629983,0.762776788017331,,-0.425087426758400,0.429268414443510,-0.790450817752123,0.100893031291785,
17.712,-0.580063092122163,-0.175938534544340,0.225042628574148,0.762807228262928,,-0.425671669638439,0.428357295314391,-0.790733650726409,0.099978519482042,
17.72,-0.580007127860882,-0.175909554590377,0.225044596729605,0.762844418206293,,-0.426161978783441,0.427535316583875,-0.791012054431969,0.099154989191306,
17.728,-0.579974990817886,-0.175909063727336,0.225043968758740,0.762872808118012,,-0.426614954992568,0.426645473266764,-0.791369368188874,0.098299361186856,
17.736,-0.579938093709538,-0.175907128987095,0.225010975368122,0.762925454120125,,-0.426982539906619,0.425731286662664,-0.791768638077143,0.097414642797650,
17.744,-0.579882559604156,-0.175908798145274,0.224982591937363,0.762963211941682,,-0.427259349740594,0.424939941842003,-0.792138834419062,0.096591131566356,
17.752,-0.579850420893677,-0.175908306633219,0.224981963306747,0.762991598566465,,-0.427474708945862,0.424117657615524,-0.792569300444353,0.095675962914634,
17.76,-0.579820272371362,-0.175908418861442,0.224951588380931,0.763022603812243,,-0.427657371139320,0.423293208998956,-0.793026246275260,0.094729785200631,
17.768,-0.579788566446642,-0.175938576985203,0.224920609259488,0.763051559472860,,-0.427810037537108,0.422591353244139,-0.793423124260931,0.093844761408661,
17.776,-0.579780258736422,-0.175966573948532,0.224917386403170,0.763071143775423,,-0.427994706312012,0.421860441054688,-0.793822754269947,0.092868503373321,
17.784,-0.579754869804201,-0.175968130720167,0.224919376241352,0.763077894645693,,-0.428206107198955,0.421125798106933,-0.794215361253340,0.091921943901593,
17.792,-0.579729479928173,-0.175969687369228,0.224921365922859,0.763084644984420,,-0.428447996776057,0.420452172632220,-0.794546876277844,0.091066943684006,
17.8,-0.579726275904061,-0.175938196493310,0.224889604502897,0.763110945934989,,-0.428752968859952,0.419750041547426,-0.794851667304254,0.090212383511283,
17.808,-0.579723070313282,-0.175906705479351,0.224857842812606,0.763137244485888,,-0.429059095926451,0.418988002558806,-0.795189117537493,0.089297027859791,
17.816,-0.579723070313282,-0.175906705479351,0.224857842812606,0.763137244485888,,-0.429391980371753,0.418222295594492,-0.795519598603446,0.088411412021106,
17.824,-0.579697680200732,-0.175908261578153,0.224859831940984,0.763143995319795,,-0.429728341666482,0.417521017139346,-0.795795485923953,0.087587553482196,
17.832,-0.579665105884894,-0.175877119364781,0.224889552767494,0.763171807037146,,-0.430064217329289,0.416788746527540,-0.796100991573363,0.086641520933711,
17.84,-0.579632530187864,-0.175845976883192,0.224919272757572,0.763199616434376,,-0.430370084387683,0.416026449466238,-0.796437958606251,0.085665070690414,
17.848,-0.579601943412023,-0.175815437868400,0.224919246153465,0.763230044376120,,-0.430616371044783,0.415296072089115,-0.796777619790022,0.084749940637233,
17.856,-0.579571355563845,-0.175784898533397,0.224919219130406,0.763260470888934,,-0.430888824076190,0.414469942614827,-0.797170265152926,0.083772917493388,
17.864,-0.579545962459241,-0.175786453068206,0.224921208179284,0.763267220700664,,-0.431221449259772,0.413642995277208,-0.797530795011013,0.082795738983847,
17.872,-0.579545962459241,-0.175786453068206,0.224921208179284,0.763267220700664,,-0.431615559822351,0.412908048108351,-0.797800605591168,0.081879696457850,
17.88,-0.579547951544744,-0.175787056392719,0.224891461555198,0.763269840344078,,-0.432107360971749,0.412087414026522,-0.798051238746468,0.080873261287883,
